work_order_id,correlation_id,title,phase,source_status,status,repo_path,depends_on,blocks,companion_gate_ref,source_context,deterministic,allows_network,allows_dependency_install,allows_dependency_changes,proof_required,proof_uri,human_approval_required,verification_command,completion_gate,rollback_plan,intent_lock
TASK-CDB034,CDB034,Implement optional build/proc-macro raw log capture,unsafe,complete,review,src/nu_plugin,TASK-CDB033,TASK-CDB045,GATE-CDB034,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB034-build-capture.log"",""src/nu_plugin/build capture rows""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""code"",""prd_sections"":""10.7,10.8,15.2"",""raw_log_paths"":[""src/nu_plugin/logs/CDB034-build-capture.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""MCP dynamic execution"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#4-static-rust-items-macros-build-script-detection""}",true,false,false,false,true,,true,approved fixture captures logs or gaps,dynamic capture gated,Remove only the LifeOS review handoff for TASK-CDB034 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:c91493543375f43f5569aef04e33b305ad68e6bebeaab049321e21d586b03d54"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB035,CDB035,Implement envctl export contract,exports,complete,review,src/nu_plugin,TASK-CDB029,TASK-CDB063,GATE-CDB035,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB035-envctl-export.log"",""src/nu_plugin/export manifests""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/ENVCTL_EXPORT_CONTRACT.md""],""notes"":null,""owner_surface"":""code;docs"",""prd_sections"":""16.5,17"",""raw_log_paths"":[""src/nu_plugin/logs/CDB035-envctl-export.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""envctl reading redb internals"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,envctl export validates,envctl can consume exports,Remove only the LifeOS review handoff for TASK-CDB035 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:472165a14f40bf6925c67a579fd4f413e87d4512ff3cae3fe33fc74b916ae9ce"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB036,CDB036,Implement meta repo selection inputs,integration,complete,review,src/nu_plugin,TASK-CDB029,,GATE-CDB036,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB036-meta.log"",""src/nu_plugin/--repo-id/--repo-path""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/META_INTEGRATION.md""],""notes"":null,""owner_surface"":""code;docs"",""prd_sections"":""16.4"",""raw_log_paths"":[""src/nu_plugin/logs/CDB036-meta.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""meta graph mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,meta selected repo scan works,meta boundary respected,Remove only the LifeOS review handoff for TASK-CDB036 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:3211cb924c8f41eff91f3c1f5b0ccc9e813e1d130872b6de0143bba18d9d3042"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB037,CDB037,Implement Codex bridge docs and sample MCP config,integration,complete,review,src/nu_plugin,TASK-CDB032,,GATE-CDB037,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB037-codex-bridge.log"",""src/nu_plugin/Codex bridge docs""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/CODEX_BRIDGE.md""],""notes"":null,""owner_surface"":""docs"",""prd_sections"":""16.1"",""raw_log_paths"":[""src/nu_plugin/logs/CDB037-codex-bridge.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""auth/session hacks"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,manual config lint passes,Codex bridge ready,Remove only the LifeOS review handoff for TASK-CDB037 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:937fae092723de94e0b29c390ecd5d32c7ac928a09d2215f262320008e2b5aec"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB038,CDB038,Implement Yazelix placement docs,integration,complete,review,src/nu_plugin,TASK-CDB031,TASK-CDB049,GATE-CDB038,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB038-yazelix.log"",""src/nu_plugin/Yazelix docs""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/YAZELIX_PLACEMENT.md""],""notes"":null,""owner_surface"":""docs"",""prd_sections"":""16.3"",""raw_log_paths"":[""src/nu_plugin/logs/CDB038-yazelix.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""claiming Yazelix plugin ownership"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,host/runtime Nu distinction documented,Yazelix placement ready,Remove only the LifeOS review handoff for TASK-CDB038 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:0ad8afcda4bca13d321ce5fbea84da25c1ba60cec0d869d2af48b5af9ac5f29e"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB039,CDB039,Implement runner proof contract,integration,complete,review,src/nu_plugin,TASK-CDB028;TASK-CDB029;TASK-CDB032,,GATE-CDB039,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB039-runner.log"",""src/nu_plugin/proof export""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/RELEASE_GATE.md""],""notes"":null,""owner_surface"":""docs;code"",""prd_sections"":""16.6,19"",""raw_log_paths"":[""src/nu_plugin/logs/CDB039-runner.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""release without provenance"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,runner-readable proof manifest exists,runner gate ready,Remove only the LifeOS review handoff for TASK-CDB039 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:e94deb31d3e59560c3a13b2878bc3293befd6f9780733091e18c8a67d95cc4fe"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB040,CDB040,Implement GitKB/RTK/Kache/wild/Fenix docs,integration,complete,review,src/nu_plugin,TASK-CDB009,,GATE-CDB040,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB040-tooling.log"",""src/nu_plugin/docs/INTEGRATION_CONTRACTS.md""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/INTEGRATION_CONTRACTS.md""],""notes"":""Nine negative/positive boundary tests and the live integration validator pass."",""owner_surface"":""docs"",""prd_sections"":""16.7,16.8,16.9"",""raw_log_paths"":[""src/nu_plugin/logs/CDB040-tooling.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""ownership confusion"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,facts/export boundaries clear,tooling docs ready,Remove only the LifeOS review handoff for TASK-CDB040 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:23b370fcdd4e340906145a7fddd6f1f9ebd9025bfc9d79c814e27cba627938de"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB041,CDB041,Create fixture matrix,fixtures,complete,review,src/nu_plugin,TASK-CDB012;TASK-CDB013,TASK-CDB042;TASK-CDB043;TASK-CDB044;TASK-CDB045,GATE-CDB041,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L185-L212,L357-L364"",""evidence_paths"":[""src/nu_plugin/logs/CDB041-fixtures.log"",""src/nu_plugin/fixture workspace""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""fixtures"",""prd_sections"":""18"",""raw_log_paths"":[""src/nu_plugin/logs/CDB041-fixtures.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""real source mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,fixtures present and documented,fixtures ready,Remove only the LifeOS review handoff for TASK-CDB041 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:ba2258ea13e41096f3654e4aaf786003ca932a33ca16cb7231123c45efaf0037"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB042,CDB042,Add deterministic scan tests,tests,complete,review,src/nu_plugin,TASK-CDB041;TASK-CDB029,TASK-CDB046,GATE-CDB042,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L218-L235,L365"",""evidence_paths"":[""src/nu_plugin/logs/CDB042-determinism.log"",""src/nu_plugin/test outputs""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""tests"",""prd_sections"":""19"",""raw_log_paths"":[""src/nu_plugin/logs/CDB042-determinism.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""network dependency"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,repeat scan checksums stable,determinism proven,Remove only the LifeOS review handoff for TASK-CDB042 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:9c708685304dbefa3c8838a25be15823666f339eeaada0ea7aebd6423e4c7017"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB043,CDB043,Add security/no-leak tests,tests,complete,review,src/nu_plugin,TASK-CDB041;TASK-CDB032,TASK-CDB046,GATE-CDB043,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L218-L235,L365"",""evidence_paths"":[""src/nu_plugin/logs/CDB043-security-tests.log"",""src/nu_plugin/test outputs""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""tests"",""prd_sections"":""15,19"",""raw_log_paths"":[""src/nu_plugin/logs/CDB043-security-tests.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""raw source MCP leak"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,MCP/source secret tests pass,security proven,Remove only the LifeOS review handoff for TASK-CDB043 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:ea8dffa175d8c325508ddc42d4b1940e307f940c93796b1282b946623c8bbae9"",""schema"":""lifeos.intent-lock.v1""}"
