task_id,parent_id,phase,title,goal,owner_lane,owner_agent,helper_id,model_tag,agent_runtime,shell_mode,repo_target,repo_path,filesystem_scope,input_files,target_files,target_artifacts,allowed_paths,blocked_paths,depends_on,blocks,parallel_group,can_run_parallel,max_parallel,start_after,priority,status,execution_cell,required_tools,command_template,verification_command,completion_gate,proof_required,proof_uri,heartbeat_file,logs_uri,rollback_plan,risk_level,human_approval_required,notes,anchor_binding,needs_capability_probe,probe_class,source_graph_uri
REQ-034_PLUGIN_STATUS_STREAMS,REQ-010_CONTRACT_LOCK,03-nu-plugin,Implement status streams,Stream envctl operation events and proof status into Nushell table/visual views,lane_c_repo_b,nu-plugin-agent,helper-nu-streams-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,repo_b,${NU_PLUGIN_REPO},repo,schemas/run_event.schema.json|specs/envctl-nu-plugin-boundary.md,nu_plugin status stream code,status streams,${ENVCTL_REPO}/**|${NU_PLUGIN_REPO}/**|execution-framework/**|execution-templates/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-030_PLUGIN_PROTOCOL_MANIFEST,REQ-041_TWO_REPO_INTEGRATION,nu_plugin_parallel,true,4,,240,pending,03-nu-plugin,codex|python3|shell,codex exec < generated/execution_packets/REQ-034_PLUGIN_STATUS_STREAMS.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-034_PLUGIN_STATUS_STREAMS.proof.json,state/REQ-034_PLUGIN_STATUS_STREAMS.heartbeat.json,logs/REQ-034_PLUGIN_STATUS_STREAMS.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,high,false,Additive feature work; no downgrades.,,,,generated/task_graph.csv
REQ-040_SHARED_PROTOCOL_SCHEMAS,REQ-010_CONTRACT_LOCK,04-shared,Implement shared protocol schemas,"Ensure envctl and nu_plugin use the same operation, event, proof, artifact, approval, target, and recipe contracts",lane_d_filesystem,shared-protocol-agent,helper-shared-schema-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,..,package-root,schemas/**|execution-framework/schemas/**,shared protocol generated docs/schemas,shared protocol,${ENVCTL_REPO}/**|${NU_PLUGIN_REPO}/**|execution-framework/**|execution-templates/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-010_CONTRACT_LOCK,REQ-041_TWO_REPO_INTEGRATION,shared_protocol,true,2,,250,pending,04-shared,codex|python3|shell,codex exec < generated/execution_packets/REQ-040_SHARED_PROTOCOL_SCHEMAS.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-040_SHARED_PROTOCOL_SCHEMAS.proof.json,state/REQ-040_SHARED_PROTOCOL_SCHEMAS.heartbeat.json,logs/REQ-040_SHARED_PROTOCOL_SCHEMAS.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,critical,false,Additive feature work; no downgrades.,,,,generated/task_graph.csv
REQ-041_TWO_REPO_INTEGRATION,REQ-010_CONTRACT_LOCK,04-shared,Implement two-repo integration,Wire envctl database commands and nu_plugin commands through shared protocol and executable task packets,lane_e_verification,integration-agent,helper-integration-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,multi_repo,${ENVCTL_REPO}|${NU_PLUGIN_REPO},repo-pair,REQ-020_ENVCTL_DB_SCHEMA|REQ-031_PLUGIN_COMMAND_SURFACE|REQ-040_SHARED_PROTOCOL_SCHEMAS,integration tests and docs,two-repo integration,${ENVCTL_REPO}/**|${NU_PLUGIN_REPO}/**|execution-framework/**|execution-templates/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-027_ENVCTL_REPLAY_ENGINE|REQ-028_ENVCTL_AGENT_CONTROL_API|REQ-031_PLUGIN_COMMAND_SURFACE|REQ-032_PLUGIN_LIVE_VISUALS|REQ-033_PLUGIN_HUMAN_APPROVAL|REQ-034_PLUGIN_STATUS_STREAMS|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,integration,false,1,,300,pending,04-shared,codex|python3|shell,codex exec < generated/execution_packets/REQ-041_TWO_REPO_INTEGRATION.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-041_TWO_REPO_INTEGRATION.proof.json,state/REQ-041_TWO_REPO_INTEGRATION.heartbeat.json,logs/REQ-041_TWO_REPO_INTEGRATION.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,critical,true,Additive feature work; no downgrades.,,,,generated/task_graph.csv
REQ-042_FILESYSTEM_BOUNDS,REQ-010_CONTRACT_LOCK,04-shared,Implement filesystem work boundaries,Define allowed/blocked paths and safe workspaces for background helpers,lane_d_filesystem,filesystem-agent,helper-fs-boundary-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,..,package-root,execution-framework/generated/task_graph.csv|helpers/redaction_patterns.txt,filesystem boundary docs/config,filesystem boundaries,${ENVCTL_REPO}/**|${NU_PLUGIN_REPO}/**|execution-framework/**|execution-templates/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-302_PACKET_SCHEMA_VALIDATION,filesystem_parallel,true,3,,260,pending,04-shared,codex|python3|shell,codex exec < generated/execution_packets/REQ-042_FILESYSTEM_BOUNDS.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-042_FILESYSTEM_BOUNDS.proof.json,state/REQ-042_FILESYSTEM_BOUNDS.heartbeat.json,logs/REQ-042_FILESYSTEM_BOUNDS.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,high,false,Additive feature work; no downgrades.,,,,generated/task_graph.csv
REQ-043_SECURITY_REDACTION,REQ-010_CONTRACT_LOCK,04-shared,Implement redaction and secret safety,"Apply no-secret capture rules for logs, proofs, scans, and packets",lane_d_filesystem,security-agent,helper-security-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,..,package-root,helpers/redaction_patterns.txt|prompts/SECURITY_REPRODUCIBILITY_MODEL.md,redaction and safety controls,security/reproducibility controls,${ENVCTL_REPO}/**|${NU_PLUGIN_REPO}/**|execution-framework/**|execution-templates/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-302_PACKET_SCHEMA_VALIDATION,filesystem_parallel,true,3,,270,pending,04-shared,codex|python3|shell,codex exec < generated/execution_packets/REQ-043_SECURITY_REDACTION.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-043_SECURITY_REDACTION.proof.json,state/REQ-043_SECURITY_REDACTION.heartbeat.json,logs/REQ-043_SECURITY_REDACTION.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,critical,false,Additive feature work; no downgrades.,,,,generated/task_graph.csv
REQ-044_INSTALL_BOOTSTRAP,REQ-010_CONTRACT_LOCK,04-shared,Implement install/bootstrap wiring,Add repo install steps and bootstrap command templates for Codex/background helpers,lane_d_filesystem,bootstrap-agent,helper-bootstrap-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,..,package-root,INSTALL_IN_REPOS.sh|RUN_WITH_CODEX_ENVCTL.sh|execution-framework/README.md,install/bootstrap docs,install bootstrap,${ENVCTL_REPO}/**|${NU_PLUGIN_REPO}/**|execution-framework/**|execution-templates/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-040_SHARED_PROTOCOL_SCHEMAS,REQ-045_RUN_REPLAY,filesystem_parallel,true,3,,280,pending,04-shared,codex|python3|shell,codex exec < generated/execution_packets/REQ-044_INSTALL_BOOTSTRAP.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-044_INSTALL_BOOTSTRAP.proof.json,state/REQ-044_INSTALL_BOOTSTRAP.heartbeat.json,logs/REQ-044_INSTALL_BOOTSTRAP.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Additive feature work; no downgrades.,,,,generated/task_graph.csv
REQ-045_RUN_REPLAY,REQ-010_CONTRACT_LOCK,04-shared,Implement run/replay templates,"Add command templates that run initial plan, replay, rollback checks, and validation",lane_d_filesystem,replay-template-agent,helper-replay-template-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,..,package-root,examples/recipes/**|execution-framework/generated/execution_manifest.json|${ENVCTL_REPO}/docs/**|${NU_PLUGIN_REPO}/docs/**,execution-templates/**|execution-framework/**,run/replay support,execution-framework/**|execution-templates/**|proof_records/**|state/**|logs/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-044_INSTALL_BOOTSTRAP|REQ-027_ENVCTL_REPLAY_ENGINE,VER-303_GOAL_LOOP_COMPUTE,filesystem_parallel,true,3,,290,pending,04-shared,codex|python3|shell,codex exec < generated/execution_packets/REQ-045_RUN_REPLAY.json,task-specific tests plus proof file exists,proof exists and verification output passes,true,proof_records/REQ-045_RUN_REPLAY.proof.json,state/REQ-045_RUN_REPLAY.heartbeat.json,logs/REQ-045_RUN_REPLAY.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,high,true,Additive feature work; no downgrades.,,,,generated/task_graph.csv
ART-100_SYSTEM_INVENTORY,ARTIFACTS,05-artifacts,Build System inventory,"Generate and register System inventory: applications, services, jobs, databases, queues, APIs, reports, scripts, schedulers.",lane_d_filesystem,artifact-agent,helper-artifact-01,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-100_system_inventory/*.md|migration-artifacts/art-100_system_inventory/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,400,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-100_SYSTEM_INVENTORY.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-100_SYSTEM_INVENTORY.proof.json,state/ART-100_SYSTEM_INVENTORY.heartbeat.json,logs/ART-100_SYSTEM_INVENTORY.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
ART-101_DIRECTORY_TREE,ARTIFACTS,05-artifacts,Build Directory and subdirectory hierarchy tree,Generate and register Directory and subdirectory hierarchy tree: code/config/data tree with ownership/build/test tags.,lane_d_filesystem,artifact-agent,helper-artifact-02,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-101_directory_tree/*.md|migration-artifacts/art-101_directory_tree/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,401,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-101_DIRECTORY_TREE.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-101_DIRECTORY_TREE.proof.json,state/ART-101_DIRECTORY_TREE.heartbeat.json,logs/ART-101_DIRECTORY_TREE.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
ART-102_REPOSITORY_MAP,ARTIFACTS,05-artifacts,Build Repository map,"Generate and register Repository map: repos, contents, owners, activity, scope.",lane_d_filesystem,artifact-agent,helper-artifact-03,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-102_repository_map/*.md|migration-artifacts/art-102_repository_map/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,402,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-102_REPOSITORY_MAP.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-102_REPOSITORY_MAP.proof.json,state/ART-102_REPOSITORY_MAP.heartbeat.json,logs/ART-102_REPOSITORY_MAP.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
ART-103_SERVICE_DEP_GRAPH,ARTIFACTS,05-artifacts,Build Application/service dependency graph,Generate and register Application/service dependency graph: service calls and migration wave dependencies.,lane_d_filesystem,artifact-agent,helper-artifact-04,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-103_service_dep_graph/*.md|migration-artifacts/art-103_service_dep_graph/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,403,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-103_SERVICE_DEP_GRAPH.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-103_SERVICE_DEP_GRAPH.proof.json,state/ART-103_SERVICE_DEP_GRAPH.heartbeat.json,logs/ART-103_SERVICE_DEP_GRAPH.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
ART-104_TOOLCHAIN_TREE,ARTIFACTS,05-artifacts,Build Toolchain dependency tree,"Generate and register Toolchain dependency tree: compilers, runtimes, package managers, SDKs, CI/CD, deploy tools.",lane_d_filesystem,artifact-agent,helper-artifact-05,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-104_toolchain_tree/*.md|migration-artifacts/art-104_toolchain_tree/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,404,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-104_TOOLCHAIN_TREE.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-104_TOOLCHAIN_TREE.proof.json,state/ART-104_TOOLCHAIN_TREE.heartbeat.json,logs/ART-104_TOOLCHAIN_TREE.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
ART-105_PACKAGE_LIB_GRAPH,ARTIFACTS,05-artifacts,Build Package/library dependency graph,"Generate and register Package/library dependency graph: package dependencies, vulnerabilities, deprecations, incompatibilities.",lane_d_filesystem,artifact-agent,helper-artifact-06,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-105_package_lib_graph/*.md|migration-artifacts/art-105_package_lib_graph/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,405,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-105_PACKAGE_LIB_GRAPH.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-105_PACKAGE_LIB_GRAPH.proof.json,state/ART-105_PACKAGE_LIB_GRAPH.heartbeat.json,logs/ART-105_PACKAGE_LIB_GRAPH.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
ART-106_RUNTIME_DEP_MAP,ARTIFACTS,05-artifacts,Build Runtime dependency map,"Generate and register Runtime dependency map: databases, env vars, secrets refs, queues, APIs, caches.",lane_d_filesystem,artifact-agent,helper-artifact-07,gpt-5.3-spark,codex-cli-background-shell,workspace-write,filesystem,${MIGRATION_TARGET_ROOT},target-filesystem,target descriptor|repo scan|envctl database,migration-artifacts/**,migration-artifacts/art-106_runtime_dep_map/*.md|migration-artifacts/art-106_runtime_dep_map/*.json,${MIGRATION_TARGET_ROOT}/**|migration-artifacts/**|execution-framework/**,**/.env|**/secrets/**|**/private_keys/**|**/*.pem|**/*.key,REQ-024_ENVCTL_ARTIFACT_REGISTRY|REQ-040_SHARED_PROTOCOL_SCHEMAS,VER-300_UNIT_VALIDATION,artifact_generation_a,true,6,,406,pending,artifact-generation,codex|python3|shell,codex exec < generated/execution_packets/ART-106_RUNTIME_DEP_MAP.json,artifact file exists and envctl artifact registry contains hash,"artifact exists, hash recorded, validation evidence linked",true,proof_records/ART-106_RUNTIME_DEP_MAP.proof.json,state/ART-106_RUNTIME_DEP_MAP.heartbeat.json,logs/ART-106_RUNTIME_DEP_MAP.log,Use history/pre_execution_framework_manifest.json and remove only files added by this task unless a task-specific rollback is listed.,medium,false,Part of full migration artifact contract.,,,,generated/task_graph.csv
